,time,temperature_2m_mean,temperature_2m_min,temperature_2m_max,temperature_2m_range,precipitation_sum,rainy_days,max_daily_precipitation,wind_speed_10m_max,wind_speed_10m_mean,windy_days,temperature_2m_mean_ma3,temperature_2m_mean_ma12,precipitation_sum_ma3,precipitation_sum_ma12,wind_speed_10m_max_ma3,wind_speed_10m_max_ma12,city,temperature_2m_mean_rank,precipitation_sum_rank,wind_speed_10m_max_rank
83,2019-10-01,8.193478260869565,0.8,15.2,14.399999999999999,314.3,51,15.4,47.2,22.81086956521739,54,12.72658464723682,11.267339743589742,231.56666666666663,175.32500000000002,45.70000000000001,45.725,London,1.0,2.0,3.0
84,2020-01-01,6.915384615384615,0.3,12.4,12.1,207.5,37,18.8,53.0,28.36703296703297,71,10.885925306577478,11.322973646723646,242.29999999999995,179.92499999999998,49.43333333333334,45.69166666666666,London,1.0,2.0,3.0
85,2020-04-01,13.646153846153846,4.4,23.3,18.9,119.1,24,22.4,38.9,20.96043956043956,42,9.585005574136007,11.31546448921449,213.63333333333333,177.34166666666667,46.36666666666667,45.44166666666667,London,1.0,3.0,3.0
86,2020-07-01,17.406521739130437,10.1,26.1,16.0,146.7,27,11.9,43.3,21.491304347826087,44,12.656020066889631,11.406949996460865,157.76666666666662,172.41666666666666,45.06666666666666,45.49166666666667,London,1.0,2.0,3.0
87,2020-10-01,8.779347826086957,-0.6,15.1,15.7,291.5,43,34.6,49.9,23.695652173913043,58,13.277341137123747,11.426968112402895,185.76666666666662,184.07500000000002,44.03333333333333,45.975,London,1.0,2.0,3.0
88,2010-01-01,27.547777777777778,21.7,31.4,9.7,347.3,35,47.3,27.0,15.06,6,27.547777777777778,27.547777777777778,347.3,347.3,27.0,27.0,Rio,3.0,1.0,1.0
89,2010-04-01,21.3,16.9,26.9,10.0,236.4,27,54.4,29.5,15.617582417582419,16,24.42388888888889,24.42388888888889,291.85,291.85,28.25,28.25,Rio,3.0,1.0,1.0
90,2010-07-01,20.842391304347824,15.9,25.8,9.9,134.8,26,22.2,32.4,17.5,23,23.230056360708534,23.230056360708534,239.5,239.5,29.633333333333336,29.633333333333336,Rio,2.0,2.0,2.0
91,2010-10-01,23.833695652173912,18.5,29.2,10.7,360.5,47,41.1,26.3,17.13586956521739,24,21.992028985507243,23.380966183574877,243.9,269.75,29.400000000000002,28.8,Rio,3.0,1.0,1.0
92,2011-01-01,26.404444444444444,22.5,30.3,7.800000000000001,360.9,43,30.4,24.7,15.724444444444446,11,23.693510466988727,23.985661835748793,285.40000000000003,287.98,27.8,27.98,Rio,3.0,1.0,1.0
93,2011-04-01,21.43846153846154,17.0,27.2,10.2,184.6,32,14.8,31.6,14.789010989010988,8,23.89220054502663,23.56112845286758,301.99999999999994,270.75,27.53333333333333,28.583333333333332,Rio,3.0,1.0,2.0
94,2011-07-01,20.48695652173913,16.1,25.3,9.2,85.5,19,9.3,28.2,17.86413043478261,28,22.776620834881708,23.121961034134948,210.3333333333333,244.28571428571428,28.166666666666668,28.52857142857143,Rio,2.0,2.0,2.0
95,2011-10-01,23.51086956521739,18.6,27.7,9.099999999999998,337.8,35,31.1,25.6,17.181521739130435,21,21.812095875139352,23.170574600520254,202.63333333333333,255.975,28.46666666666667,28.1625,Rio,3.0,1.0,1.0
96,2012-01-01,25.803296703296702,21.0,29.6,8.600000000000001,342.0,32,58.0,27.1,15.114285714285716,2,23.26704093008441,23.463099278606524,255.1,265.53333333333336,26.96666666666667,28.044444444444444,Rio,3.0,1.0,1.0
97,2012-04-01,22.13736263736264,18.7,27.0,8.3,226.0,37,22.7,26.0,14.278021978021977,5,23.81717630195891,23.330525614482134,301.93333333333334,261.58000000000004,26.233333333333334,27.839999999999996,Rio,3.0,2.0,1.0
98,2012-07-01,21.230434782608697,17.1,29.5,12.399999999999999,74.8,12,19.3,32.4,17.530434782608694,24,23.057031374422678,23.139608266130008,214.26666666666665,244.6,28.5,28.254545454545454,Rio,2.0,2.0,2.5
99,2012-10-01,25.479347826086954,19.9,31.3,11.400000000000002,220.8,31,22.4,27.4,16.880434782608695,18,22.949048415352763,23.33458656279308,173.86666666666667,242.61666666666667,28.599999999999994,28.183333333333334,Rio,3.0,2.0,1.0
100,2013-01-01,25.785555555555554,22.1,29.8,7.699999999999999,589.2,58,115.9,26.3,15.811111111111112,10,24.165112721417064,23.187734710941232,294.93333333333334,262.775,28.7,28.125,Rio,3.0,1.0,1.0
101,2013-04-01,21.82857142857143,18.9,26.0,7.100000000000001,143.9,22,26.0,35.8,14.26153846153846,6,24.364491603404645,23.23178232998885,317.9666666666667,255.0666666666667,29.833333333333332,28.650000000000002,Rio,3.0,1.0,2.0
102,2013-07-01,20.57608695652174,15.4,26.2,10.799999999999999,194.5,28,32.8,36.4,17.41521739130435,22,22.730071313549573,23.209590301003345,309.2,260.0416666666667,32.833333333333336,28.983333333333334,Rio,2.0,1.0,3.0
103,2013-10-01,23.76521739130435,18.5,29.7,11.2,359.8,38,38.3,27.8,17.121739130434783,23,22.056625258799173,23.203883779264213,232.73333333333335,259.98333333333335,33.333333333333336,29.108333333333334,Rio,3.0,1.0,1.0
104,2014-01-01,27.834444444444443,23.0,31.1,8.100000000000001,137.70000000000002,20,25.7,23.1,16.59888888888889,12,24.05858293075684,23.323050445930885,230.6666666666667,241.38333333333333,29.100000000000005,28.975000000000005,Rio,3.0,3.0,1.0
105,2014-04-01,22.013186813186813,18.8,27.0,8.2,223.4,30,39.9,29.6,14.910989010989011,9,24.53761621631187,23.370944218824658,240.30000000000004,244.61666666666667,26.83333333333334,28.808333333333334,Rio,3.0,1.0,1.5
106,2014-07-01,20.903260869565216,16.5,26.3,9.8,165.1,24,29.0,27.3,17.08913043478261,23,23.58363070906549,23.40563624781016,175.4,251.25,26.66666666666667,28.733333333333334,Rio,2.0,1.0,2.0
107,2014-10-01,25.39021739130435,18.3,30.8,12.5,137.3,27,21.8,27.2,17.778260869565216,24,22.768888358018796,23.56224856665074,175.26666666666665,234.54166666666666,28.033333333333335,28.866666666666664,Rio,3.0,3.0,2.0
108,2015-01-01,27.193333333333335,23.2,32.2,9.000000000000004,440.6,42,80.2,22.4,14.342222222222222,2,24.495603864734303,23.678084952487126,247.66666666666666,242.75833333333333,25.633333333333336,28.475000000000005,Rio,3.0,1.0,1.0
109,2015-04-01,22.106593406593408,17.9,26.8,8.900000000000002,153.3,32,13.0,30.0,15.723076923076922,10,24.896714710410365,23.67552084992302,243.73333333333335,236.70000000000005,26.533333333333335,28.808333333333337,Rio,3.0,1.0,2.0
110,2015-07-01,22.27173913043478,17.7,28.5,10.8,150.8,24,15.9,31.8,16.077173913043477,15,23.857221956787175,23.762296212241864,248.23333333333335,243.03333333333333,28.066666666666666,28.75833333333333,Rio,2.0,2.0,1.0
111,2015-10-01,25.642391304347825,20.6,30.2,9.599999999999998,271.8,40,35.6,26.6,17.080434782608698,19,23.34024128045867,23.775883168763603,191.9666666666667,247.28333333333333,29.46666666666667,28.691666666666666,Rio,3.0,1.0,1.0
112,2016-01-01,26.645054945054945,21.0,30.6,9.600000000000001,532.5,49,81.6,29.4,14.83956043956044,8,24.85306179327918,23.84750811788855,318.36666666666673,242.55833333333337,29.26666666666667,28.95,Rio,3.0,1.0,1.0
113,2016-04-01,22.334065934065936,14.9,28.4,13.499999999999998,130.4,26,22.5,29.4,14.62087912087912,9,24.87383739448957,23.889632660013095,311.5666666666667,241.43333333333337,28.46666666666667,28.416666666666668,Rio,3.0,3.0,2.0
114,2016-07-01,21.367391304347827,16.4,26.7,10.3,67.9,17,9.6,34.5,17.756521739130434,26,23.44883739448957,23.9555746889986,243.60000000000005,230.88333333333335,31.100000000000005,28.258333333333336,Rio,2.0,2.0,2.0
115,2016-10-01,24.47826086956522,18.8,31.5,12.7,299.7,34,42.3,32.4,17.958695652173912,25,22.726572702659663,24.01499497885368,166.00000000000003,225.875,32.1,28.641666666666666,Rio,3.0,1.0,2.0
116,2017-01-01,27.50222222222222,22.3,31.1,8.8,363.0,46,47.7,27.0,17.175555555555555,25,24.449291465378423,23.98730979366849,243.5333333333334,244.65,31.3,28.966666666666665,Rio,3.0,1.0,1.0
117,2017-04-01,22.29230769230769,18.1,26.2,8.099999999999998,217.70000000000002,32,33.2,31.8,15.936263736263736,11,24.757596928031706,24.010569866928563,293.4666666666667,244.17499999999998,30.400000000000002,29.150000000000002,Rio,3.0,1.0,1.0
118,2017-07-01,21.120652173913044,17.1,25.8,8.7,104.6,21,12.9,34.6,18.258695652173913,29,23.63839402948098,24.028685808957547,228.4333333333334,239.13333333333335,31.133333333333336,29.758333333333336,Rio,2.0,2.0,2.0
119,2017-10-01,24.830434782608698,20.9,29.3,8.400000000000002,230.3,32,43.2,36.3,19.483695652173914,35,22.74779821627648,23.98203725823291,184.20000000000005,246.88333333333333,34.23333333333334,30.516666666666666,Rio,3.0,1.0,1.0
120,2018-01-01,26.396666666666665,22.3,29.8,7.5,522.7,53,85.9,25.3,15.75,6,24.115917874396136,23.915648369344023,285.86666666666673,253.72500000000002,32.06666666666667,30.75833333333333,Rio,3.0,1.0,1.0
121,2018-04-01,22.67032967032967,19.2,27.4,8.2,191.8,32,28.0,27.5,14.796703296703297,7,24.63247703986835,23.962626391322047,314.9333333333334,256.93333333333334,29.700000000000003,30.549999999999997,Rio,3.0,1.0,1.0
122,2018-07-01,21.418478260869566,18.2,25.9,7.699999999999999,178.1,31,18.4,29.3,16.351086956521737,17,23.495158199288635,23.891521318858278,297.53333333333336,259.20833333333337,27.36666666666667,30.34166666666667,Rio,2.0,1.0,2.0
123,2018-10-01,24.686956521739127,20.0,29.6,9.600000000000001,352.1,44,44.1,31.4,17.828260869565216,21,22.92525481764612,23.811901753640882,240.6666666666667,265.90000000000003,29.400000000000006,30.741666666666664,Rio,3.0,1.0,1.0
